Name,Description,Programming languages,Forks count,Stars count,Commits count,Pull requests count,Contributors count,Releases counts,Url
labring FastGPT,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration.","['TypeScript', 'MDX', 'HTML', 'Python', 'JavaScript', 'Dockerfile', 'Other']",6797,26426,2513,18,155,208,https://github.com/labring/FastGPT
invoke-ai InvokeAI,"Invoke is a leading creative engine for Stable Diffusion models, empowering professionals, artists, and enthusiasts to generate and create visual media using the latest AI-driven technologies. The solution offers an industry leading WebUI, and serves as the foundation for multiple commercial products.","['TypeScript', 'Python', 'Shell', 'JavaScript', 'CSS', 'Dockerfile']",2735,26362,18550,33,343,206,https://github.com/invoke-ai/InvokeAI
ComposioHQ composio,Composio equips your AI agents & LLMs with 100+ high-quality integrations via function calling,"['TypeScript', 'Python', 'MDX', 'Shell', 'CSS', 'JavaScript', 'Other']",4395,26200,1251,23,28,393,https://github.com/ComposioHQ/composio
facefusion facefusion,Industry leading face manipulation platform,"['Python', 'CSS']",4158,26005,388,0,11,14,https://github.com/facefusion/facefusion
Max-Eee NeoPass,Your Essential Exam Companion for the Iamneo Portal & NPTEL Exams Disguised as NeoExamShield bypass,"['HTML', 'JavaScript']",80,25761,70,0,2,10,https://github.com/Max-Eee/NeoPass
warpdotdev Warp,"Warp is the agentic development environment, built for coding with multiple AI agents.",[],588,25386,335,0,14,0,https://github.com/warpdotdev/Warp
modular modular,The Modular Platform (includes MAX & Mojo),"['Mojo', 'Python', 'Starlark', 'HTML', 'MDX', 'Shell']",2739,25291,24767,124,323,9,https://github.com/modular/modular
CopilotKit CopilotKit,"React UI + elegant infrastructure for AI Copilots, AI chatbots, and in-app AI agents. The Agentic last-mile 🪁","['TypeScript', 'Python', 'CSS', 'Shell', 'Other']",3358,25217,3898,103,136,1339,https://github.com/CopilotKit/CopilotKit
go-kratos kratos,Your ultimate Go microservices framework for the cloud-native era.,"['Go', 'Other']",4126,25155,2002,70,290,71,https://github.com/go-kratos/kratos
CodePhiliaX Chat2DB,"🔥🔥🔥AI-driven database tool and SQL client, The hottest GUI client, supporting MySQL, Oracle, PostgreSQL, DB2, SQL Server, DB2, SQLite, H2, ClickHouse, and more.","['Java', 'TypeScript', 'HTML', 'Less', 'JavaScript', 'Shell']",2701,24761,3878,41,38,43,https://github.com/CodePhiliaX/Chat2DB
chroma-core chroma,Open-source search and retrieval database for AI applications.,"['Rust', 'Python', 'TypeScript', 'Go', 'Jupyter Notebook', 'JavaScript', 'Other']",1944,24703,3713,227,179,115,https://github.com/chroma-core/chroma
gitroomhq postiz-app,"📨 The ultimate social media scheduling tool, with a bunch of AI 🤖","['TypeScript', 'JavaScript', 'CSS', 'Other']",4125,24631,2025,34,66,167,https://github.com/gitroomhq/postiz-app
assafelovic gpt-researcher,An LLM agent that conducts deep research (local and web) on any given topic and generates a long report with citations.,"['Python', 'TypeScript', 'JavaScript', 'CSS', 'HTML', 'Dockerfile']",3224,24373,2791,30,183,62,https://github.com/assafelovic/gpt-researcher
kestra-io kestra,"Orchestrate everything - from scripts to data, infra, AI, and business - as code, with UI and AI Copilot. Simple. Fast. Scalable.","['Java', 'Vue', 'TypeScript', 'JavaScript', 'SCSS', 'PLpgSQL', 'Other']",2313,24299,8611,71,342,356,https://github.com/kestra-io/kestra
The-Art-of-Hacking h4cker,"This repository is maintained by Omar Santos (@santosomar) and includes thousands of resources related to ethical hacking, bug bounties, digital forensics and incident response (DFIR), AI security, vulnerability research, exploit development, reverse engineering, and more. 🔥 Also check: https://hackertraining.org","['Jupyter Notebook', 'Python', 'Shell', 'Java', 'C', 'JavaScript', 'Makefile']",4620,24253,3957,0,37,0,https://github.com/The-Art-of-Hacking/h4cker
asgeirtj system_prompts_leaks,"Collection of extracted System Prompts from popular chatbots like ChatGPT, Claude & Gemini","['Roff', 'JavaScript']",3677,24041,210,22,10,0,https://github.com/asgeirtj/system_prompts_leaks
eyaltoledano claude-task-master,"An AI-powered task-management system you can drop into Cursor, Lovable, Windsurf, Roo, and others.","['JavaScript', 'TypeScript', 'MDX', 'Shell', 'CSS']",2335,24024,1092,25,63,80,https://github.com/eyaltoledano/claude-task-master
flipped-aurora gin-vue-admin,🚀Vite+Vue3+Gin拥有AI辅助的基础开发平台，企业级业务AI+开发解决方案，支持TS和JS混用。它集成了JWT鉴权、权限管理、动态路由、显隐可控组件、分页封装、多点登录拦截、资源权限、上传下载、代码生成器、表单生成器和可配置的导入导出等开发必备功能。,"['Go', 'Vue', 'JavaScript', 'Smarty', 'SCSS', 'Makefile', 'Other']",6945,24010,3387,7,236,72,https://github.com/flipped-aurora/gin-vue-admin
Fosowl agenticSeek,"Fully Local Manus AI. No APIs, No $200 monthly bills. Enjoy an autonomous agent that thinks, browses the web, and code for the sole cost of electricity. 🔔 Official updates only via twitter @Martin993886460 (Beware of fake account)","['Python', 'JavaScript', 'CSS', 'Shell', 'Batchfile', 'HTML', 'Dockerfile']",2621,23983,869,6,26,0,https://github.com/Fosowl/agenticSeek
bmad-code-org BMAD-METHOD,Breakthrough Method for Agile Ai Driven Development,"['JavaScript', 'Shell']",3430,23831,935,20,84,12,https://github.com/bmad-code-org/BMAD-METHOD
deepset-ai haystack,"AI orchestration framework to build customizable, production-ready LLM applications. Connect components (models, vector DBs, file converters) to pipelines or agents that can interact with your data. With advanced retrieval methods, it's best suited for building RAG, question answering, semantic search or conversational agent chatbots.","['MDX', 'Python', 'HTML', 'JavaScript', 'CSS', 'Jinja']",2505,23518,4539,13,319,197,https://github.com/deepset-ai/haystack
onlook-dev onlook,"The Cursor for Designers • An Open-Source AI-First Design tool • Visually build, style, and edit your React App with AI","['TypeScript', 'Other']",1707,23423,1630,47,111,148,https://github.com/onlook-dev/onlook
NirDiamant RAG_Techniques,This repository showcases various advanced techniques for Retrieval-Augmented Generation (RAG) systems. RAG systems combine information retrieval with generative models to provide accurate and contextually rich responses.,"['Jupyter Notebook', 'Python']",2665,23281,425,10,31,0,https://github.com/NirDiamant/RAG_Techniques
mlflow mlflow,"The open source developer platform to build AI agents and models with confidence. Enhance your AI applications with end-to-end tracking, observability, and evaluations, all in one integrated platform.","['Python', 'TypeScript', 'JavaScript', 'Java', 'R', 'CSS', 'Other']",5038,23153,9597,548,925,150,https://github.com/mlflow/mlflow
sinaptik-ai pandas-ai,"Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs and RAG.","['Python', 'Other']",2222,22725,1416,2,124,198,https://github.com/sinaptik-ai/pandas-ai
block goose,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM","['Rust', 'TypeScript', 'Shell', 'HTML', 'Python', 'JavaScript', 'Other']",2063,22650,2893,62,331,94,https://github.com/block/goose
spmallick learnopencv,Learn OpenCV : C++ and Python Examples,"['Jupyter Notebook', 'C', 'Python', 'Java', 'C++', 'Cuda']",11735,22539,2634,46,84,0,https://github.com/spmallick/learnopencv
Sanster IOPaint,"Image inpainting tool powered by SOTA AI Model. Remove any unwanted object, defect, people from your pictures or erase and replace(powered by stable diffusion) any thing on your pictures.","['Python', 'TypeScript', 'JavaScript', 'CSS', 'Batchfile', 'Shell']",2348,22419,921,10,20,58,https://github.com/Sanster/IOPaint
air-verse air,☁️ Live reload for Go apps,"['Go', 'Shell', 'JavaScript', 'Makefile', 'Other']",899,22364,442,50,103,56,https://github.com/air-verse/air
BuilderIO gpt-crawler,Crawl a site to generate knowledge files to create your own custom GPT from a URL,"['TypeScript', 'Dockerfile', 'JavaScript', 'Shell']",2389,22036,182,14,30,8,https://github.com/BuilderIO/gpt-crawler
aishwaryanr awesome-generative-ai-guide,"A one stop repository for generative AI research updates, interview resources, notebooks and much more!",[],4757,21973,313,3,19,0,https://github.com/aishwaryanr/awesome-generative-ai-guide
ScrapeGraphAI Scrapegraph-ai,Python scraper based on AI,"['Python', 'Other']",1912,21926,2788,1,101,413,https://github.com/ScrapeGraphAI/Scrapegraph-ai
wandb openui,"OpenUI let's you describe UI using your imagination, then see it rendered live.","['TypeScript', 'HTML', 'Python', 'JavaScript', 'CSS', 'Shell', 'Dockerfile']",2028,21832,205,20,17,0,https://github.com/wandb/openui
jina-ai serve,☁️ Build multimodal AI applications with cloud-native stack,"['Python', 'Go', 'Other']",2237,21798,8644,15,170,313,https://github.com/jina-ai/serve
vanna-ai vanna,🤖 Chat with your SQL database 📊. Accurate Text-to-SQL Generation via LLMs using Agentic Retrieval 🔄.,"['Python', 'TypeScript', 'Other']",2062,21791,959,42,72,77,https://github.com/vanna-ai/vanna
karakeep-app karakeep,"A self-hostable bookmark-everything app (links, notes and images) with AI-based automatic tagging and full text search","['TypeScript', 'Shell', 'JavaScript', 'Dockerfile', 'CSS', 'HTML']",944,21646,1539,45,154,43,https://github.com/karakeep-app/karakeep
recommenders-team recommenders,Best Practices on Recommendation Systems,"['Python', 'Other']",3271,21194,9272,9,107,14,https://github.com/recommenders-team/recommenders
patchy631 ai-engineering-hub,"In-depth tutorials on LLMs, RAGs and real-world AI agent applications.","['Jupyter Notebook', 'TypeScript', 'Python', 'CSS', 'HTML', 'JavaScript']",3525,21190,478,85,15,0,https://github.com/patchy631/ai-engineering-hub
RooCodeInc Roo-Code,Roo Code gives you a whole dev team of AI agents in your code editor.,"['TypeScript', 'Other']",2602,21056,6267,246,281,187,https://github.com/RooCodeInc/Roo-Code
huggingface datasets,"🤗 The largest hub of ready-to-use datasets for AI models with fast, easy-to-use and efficient data manipulation tools",['Python'],3023,20936,4163,139,622,109,https://github.com/huggingface/datasets
getzep graphiti,Build Real-Time Knowledge Graphs for AI Agents,"['Python', 'Other']",1994,20736,697,47,44,172,https://github.com/getzep/graphiti
apify crawlee,"Crawlee—A web scraping and browser automation library for Node.js to build reliable crawlers. In JavaScript and TypeScript. Extract data for AI, LLMs, RAG, or GPTs. Download HTML, PDF, JPG, PNG, and other files from websites. Works with Puppeteer, Playwright, Cheerio, JSDOM, and raw HTTP. Both headful and headless mode. With proxy rotation.","['TypeScript', 'MDX', 'JavaScript', 'CSS', 'Dockerfile', 'Python']",1110,20719,5139,25,119,132,https://github.com/apify/crawlee
SillyTavern SillyTavern,LLM Frontend for Power Users.,"['JavaScript', 'HTML', 'CSS', 'Less', 'Jupyter Notebook', 'Batchfile']",4336,20524,11198,35,292,98,https://github.com/SillyTavern/SillyTavern
yamadashy repomix,"📦 Repomix is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, DeepSeek, Perplexity, Gemini, Gemma, Llama, Grok, and more.","['TypeScript', 'Vue', 'JavaScript', 'Other']",938,20493,2509,18,66,86,https://github.com/yamadashy/repomix
nocobase nocobase,NocoBase is the most extensible AI-powered no-code/low-code platform for building business applications and enterprise solutions.,"['TypeScript', 'JavaScript', 'Smarty', 'Shell', 'Dockerfile', 'Less']",2281,20483,12061,124,101,454,https://github.com/nocobase/nocobase
Zeyi-Lin HivisionIDPhotos,⚡️HivisionIDPhotos: a lightweight and efficient AI ID photos tools. 一个轻量级的AI证件照制作算法。,"['Python', 'Other']",2286,20271,444,3,25,17,https://github.com/Zeyi-Lin/HivisionIDPhotos
airbytehq airbyte,"The leading data integration platform for ETL / ELT data pipelines from APIs, databases & files to data warehouses, data lakes & data lakehouses. Both self-hosted and Cloud-hosted.","['Python', 'Kotlin', 'Java', 'MDX', 'JavaScript', 'Shell', 'Other']",4950,20156,41394,679,1130,419,https://github.com/airbytehq/airbyte
qax-os excelize,Go language library for reading and writing Microsoft Excel™ (XLAM / XLSM / XLSX / XLTM / XLTX) spreadsheets,['Go'],1855,19994,1347,18,287,25,https://github.com/qax-os/excelize
fengdu78 deeplearning_ai_books,deeplearning.ai（吴恩达老师的深度学习课程笔记及资源）,['HTML'],6080,19974,111,4,4,0,https://github.com/fengdu78/deeplearning_ai_books
huggingface lerobot,🤗 LeRobot: Making AI for Robotics more accessible with end-to-end learning,"['Python', 'Makefile']",3182,19906,1123,223,161,5,https://github.com/huggingface/lerobot
vercel ai,"The AI Toolkit for TypeScript. From the creators of Next.js, the AI SDK is a free open-source library for building AI-powered applications and agents","['TypeScript', 'MDX', 'Other']",3403,19784,5189,197,606,5000,https://github.com/vercel/ai
dailydotdev daily,"daily.dev is a professional network for developers to learn, collaborate, and grow together 👩🏽‍💻 👨‍💻",[],548,19665,154,0,25,0,https://github.com/dailydotdev/daily
bytedance UI-TARS-desktop,The Open-Source Multimodal AI Agent Stack: Connecting Cutting-Edge AI Models and Agent Infra,"['TypeScript', 'MDX', 'JavaScript', 'CSS', 'Less', 'HTML', 'Other']",1876,19661,1089,36,44,38,https://github.com/bytedance/UI-TARS-desktop
lewagon setup,Setup instructions for Le Wagon's students on their first day of AI Software Development Bootcamp,"['Ruby', 'Shell', 'Batchfile']",1589,19410,1197,3,69,0,https://github.com/lewagon/setup
letta-ai letta,Letta is the platform for building stateful agents: open AI with advanced memory that can learn and self-improve over time.,"['Python', 'Go', 'Shell', 'C++', 'Java', 'Jinja']",2034,19362,6578,48,153,169,https://github.com/letta-ai/letta
Skyvern-AI skyvern,Automate browser based workflows with AI,"['Python', 'TypeScript', 'MDX', 'Jinja', 'JavaScript', 'Shell', 'Other']",1670,19355,3437,65,80,105,https://github.com/Skyvern-AI/skyvern
activepieces activepieces,AI Agents & MCPs & AI Workflow Automation • (~400 MCP servers for AI agents) • AI Automation / AI Agent with MCPs • AI Workflows & AI Agents • MCPs for AI Agents,"['TypeScript', 'HTML', 'CSS', 'JavaScript', 'MDX', 'Dockerfile']",2987,19352,56864,58,341,285,https://github.com/activepieces/activepieces
browserbase stagehand,The AI Browser Automation Framework,"['TypeScript', 'MDX', 'Other']",1256,19291,891,51,52,35,https://github.com/browserbase/stagehand
cube-js cube,"📊 Cube Core is open-source semantic layer and LookML alternative for AI, BI and embedded analytics","['Rust', 'TypeScript', 'JavaScript', 'Dockerfile', 'ANTLR', 'Python', 'Other']",1924,19119,10068,193,372,1210,https://github.com/cube-js/cube
Avaiga taipy,Turns Data and AI algorithms into production-ready web applications in no time.,"['Python', 'TypeScript', 'CSS', 'JavaScript', 'Jupyter Notebook', 'HTML']",1962,18933,7542,22,76,182,https://github.com/Avaiga/taipy
nari-labs dia,A TTS model capable of generating ultra-realistic dialogue in one pass.,['Python'],1643,18912,90,21,18,0,https://github.com/nari-labs/dia
